,ndays,dte,sort,sym,cls,vol,score_vol_sma20,bb_bbhi,bb_bbli,macd,obv,rsi14,cci20,score_ovlp_ema
11324,6.0,2021-02-02,109,SE,238.5,3377900.0,0.92,0.0,0.0,-0.26,44432500.0,63.0,99.0,27.0
11323,7.0,2021-02-01,109,SE,233.5,4397100.0,1.18,0.0,0.0,-1.14,41054600.0,61.0,71.0,31.0
11322,8.0,2021-01-29,109,SE,216.7,3419600.0,0.92,0.0,0.0,-2.05,36657500.0,52.0,-5.0,27.0
11321,9.0,2021-01-28,109,SE,219.8,5835000.0,1.59,0.0,0.0,-1.74,40077100.0,54.0,15.0,29.0
11320,10.0,2021-01-27,109,SE,205.8,6373000.0,1.81,0.0,0.0,-1.55,34242100.0,46.0,-19.0,20.0
11432,1.0,2021-02-09,110,PTON,148.2,4130363.0,0.55,0.0,0.0,-1.34,595404363.0,50.0,-57.0,0.0
11431,2.0,2021-02-08,110,PTON,145.0,11373300.0,1.51,0.0,0.0,-1.5,591274000.0,47.0,-85.0,-2.0
11430,3.0,2021-02-05,110,PTON,148.3,23107300.0,3.18,0.0,0.0,-1.33,602647300.0,50.0,-74.0,17.0
11429,4.0,2021-02-04,110,PTON,157.5,11604100.0,1.8,0.0,0.0,-1.33,625754600.0,58.0,10.0,18.0
11428,5.0,2021-02-03,110,PTON,147.2,4095000.0,0.66,0.0,0.0,-2.2,614150500.0,49.0,-63.0,-2.0
11427,6.0,2021-02-02,110,PTON,147.7,5315400.0,0.85,0.0,0.0,-2.39,618245500.0,49.0,-62.0,-1.0
11426,7.0,2021-02-01,110,PTON,146.8,5087500.0,0.79,0.0,0.0,-2.62,612930100.0,49.0,-69.0,-5.0
11425,8.0,2021-01-29,110,PTON,146.1,4580800.0,0.71,0.0,0.0,-2.73,607842600.0,48.0,-92.0,-5.0
11424,9.0,2021-01-28,110,PTON,145.8,6281500.0,0.96,0.0,0.0,-2.69,603261800.0,48.0,-95.0,-1.0
11423,10.0,2021-01-27,110,PTON,145.0,7359200.0,1.1,0.0,0.0,-2.46,596980300.0,47.0,-124.0,7.0
11535,1.0,2021-02-09,111,PINS,81.0,6915159.0,0.49,0.0,0.0,1.07,334638159.0,65.0,150.0,20.0
11534,2.0,2021-02-08,111,PINS,79.8,23275900.0,1.64,0.0,0.0,1.02,327723000.0,64.0,161.0,19.0
11533,3.0,2021-02-05,111,PINS,82.0,46052600.0,3.4,1.0,0.0,0.96,350998900.0,69.0,269.0,16.0
11532,4.0,2021-02-04,111,PINS,77.8,26599500.0,2.27,1.0,0.0,0.56,304946300.0,63.0,178.0,15.0
11531,5.0,2021-02-03,111,PINS,77.1,16319200.0,1.5,1.0,0.0,0.27,278346800.0,62.0,157.0,13.0
11530,6.0,2021-02-02,111,PINS,73.9,10042900.0,0.97,0.0,0.0,-0.15,262027600.0,58.0,79.0,13.0
11529,7.0,2021-02-01,111,PINS,70.7,9755800.0,0.93,0.0,0.0,-0.48,251984700.0,52.0,-3.0,-4.0
11528,8.0,2021-01-29,111,PINS,68.5,11215400.0,1.08,0.0,0.0,-0.66,242228900.0,47.0,-72.0,-28.0
11527,9.0,2021-01-28,111,PINS,68.5,11665400.0,1.14,0.0,0.0,-0.67,231013500.0,47.0,-68.0,-31.0
11526,10.0,2021-01-27,111,PINS,64.7,17567200.0,1.76,0.0,1.0,-0.65,219348100.0,39.0,-148.0,-37.0
11638,1.0,2021-02-09,112,LOGI,116.6,373569.0,0.36,1.0,0.0,0.68,23324969.0,74.0,191.0,26.0
11637,2.0,2021-02-08,112,LOGI,113.8,950100.0,0.9,1.0,0.0,0.47,22951400.0,71.0,187.0,27.0
11636,3.0,2021-02-05,112,LOGI,111.8,668300.0,0.63,1.0,0.0,0.32,22001300.0,69.0,176.0,27.0
11635,4.0,2021-02-04,112,LOGI,109.7,593300.0,0.55,0.0,0.0,0.2,21333000.0,66.0,153.0,28.0
11634,5.0,2021-02-03,112,LOGI,109.2,689000.0,0.64,0.0,0.0,0.18,20739700.0,65.0,173.0,27.0
11633,6.0,2021-02-02,112,LOGI,109.9,903000.0,0.84,1.0,0.0,0.13,21428700.0,67.0,190.0,27.0
11632,7.0,2021-02-01,112,LOGI,105.9,677800.0,0.62,0.0,0.0,-0.08,20525700.0,61.0,93.0,30.0
11631,8.0,2021-01-29,112,LOGI,104.9,1050800.0,0.97,0.0,0.0,-0.05,19847900.0,60.0,64.0,29.0
11630,9.0,2021-01-28,112,LOGI,107.2,1001900.0,0.95,0.0,0.0,0.06,20898700.0,65.0,163.0,28.0
11629,10.0,2021-01-27,112,LOGI,107.0,1596500.0,1.53,0.0,0.0,-0.04,19896800.0,65.0,108.0,28.0
11741,1.0,2021-02-09,113,LULU,338.1,476566.0,0.37,0.0,0.0,0.5,-2528066.0,46.0,-27.0,-100.0
11740,2.0,2021-02-08,113,LULU,339.7,1038800.0,0.77,0.0,0.0,0.25,-2051500.0,47.0,-26.0,-100.0
11739,3.0,2021-02-05,113,LULU,334.1,1226100.0,0.91,0.0,0.0,-0.25,-3090300.0,43.0,-54.0,-100.0
11738,4.0,2021-02-04,113,LULU,338.6,1143200.0,0.85,0.0,0.0,-0.38,-1864200.0,46.0,-47.0,-100.0
11737,5.0,2021-02-03,113,LULU,332.4,1367900.0,1.02,0.0,0.0,-0.94,-3007400.0,41.0,-61.0,-100.0
11736,6.0,2021-02-02,113,LULU,343.9,1154200.0,0.83,0.0,0.0,-1.03,-1639500.0,48.0,-40.0,-100.0
11735,7.0,2021-02-01,113,LULU,333.5,1410700.0,0.99,0.0,0.0,-2.2,-2793700.0,40.0,-105.0,-100.0
11734,8.0,2021-01-29,113,LULU,328.7,1258000.0,0.9,0.0,0.0,-2.74,-4204400.0,35.0,-144.0,-100.0
11733,9.0,2021-01-28,113,LULU,330.2,1673400.0,1.2,0.0,0.0,-2.82,-2946400.0,36.0,-138.0,-100.0
11732,10.0,2021-01-27,113,LULU,329.5,2104000.0,1.53,0.0,1.0,-2.82,-4619800.0,35.0,-225.0,-100.0
11844,1.0,2021-02-09,114,ETSY,229.8,639188.0,0.18,0.0,0.0,1.5,85663212.0,67.0,147.0,26.0
11843,2.0,2021-02-08,114,ETSY,231.7,2989400.0,0.82,0.0,0.0,1.39,86302400.0,69.0,174.0,25.0
11842,3.0,2021-02-05,114,ETSY,231.1,3815000.0,1.06,0.0,0.0,0.78,83313000.0,69.0,165.0,24.0
11841,4.0,2021-02-04,114,ETSY,220.8,3185600.0,0.9,0.0,0.0,-0.34,79498000.0,65.0,92.0,26.0
11840,5.0,2021-02-03,114,ETSY,210.1,1727000.0,0.49,0.0,0.0,-1.17,76312400.0,59.0,56.0,29.0
11839,6.0,2021-02-02,114,ETSY,210.3,1976300.0,0.55,0.0,0.0,-1.43,78039400.0,60.0,54.0,30.0
11838,7.0,2021-02-01,114,ETSY,203.8,1800700.0,0.5,0.0,0.0,-1.88,76063100.0,56.0,18.0,33.0
11837,8.0,2021-01-29,114,ETSY,199.1,2271100.0,0.62,0.0,0.0,-1.91,74262400.0,54.0,10.0,32.0
11836,9.0,2021-01-28,114,ETSY,202.4,2986300.0,0.82,0.0,0.0,-1.47,76533500.0,56.0,22.0,34.0
11835,10.0,2021-01-27,114,ETSY,193.4,3648200.0,1.01,0.0,0.0,-1.13,73547200.0,51.0,10.0,34.0
11947,1.0,2021-02-09,115,FSLY,116.6,1571716.0,0.35,0.0,0.0,0.78,14387716.0,71.0,96.0,31.0
11946,2.0,2021-02-08,115,FSLY,111.7,2498400.0,0.54,0.0,0.0,0.67,12816000.0,66.0,88.0,33.0
11945,3.0,2021-02-05,115,FSLY,113.2,2053400.0,0.44,0.0,0.0,0.88,15314400.0,69.0,86.0,31.0
11944,4.0,2021-02-04,115,FSLY,111.7,2031700.0,0.42,0.0,0.0,0.92,13261000.0,68.0,90.0,32.0
11943,5.0,2021-02-03,115,FSLY,109.8,2972100.0,0.6,0.0,0.0,0.99,11229300.0,66.0,82.0,32.0
11942,6.0,2021-02-02,115,FSLY,106.3,2751400.0,0.56,0.0,0.0,1.15,8257200.0,62.0,76.0,33.0
11941,7.0,2021-02-01,115,FSLY,109.7,2822900.0,0.56,0.0,0.0,1.61,11008600.0,69.0,94.0,29.0
11940,8.0,2021-01-29,115,FSLY,109.3,3499400.0,0.7,0.0,0.0,1.81,8185700.0,69.0,110.0,27.0
11939,9.0,2021-01-28,115,FSLY,109.5,4457000.0,0.88,0.0,0.0,1.96,11685100.0,69.0,128.0,25.0
11938,10.0,2021-01-27,115,FSLY,109.0,10465500.0,2.07,0.0,0.0,1.98,7228100.0,69.0,185.0,24.0
12050,1.0,2021-02-09,116,NIO,61.3,55264821.0,0.62,0.0,0.0,-0.33,3577117121.0,61.0,64.0,23.0
12049,2.0,2021-02-08,116,NIO,59.1,64030100.0,0.64,0.0,0.0,-0.59,3521852300.0,57.0,-25.0,26.0
12048,3.0,2021-02-05,116,NIO,56.7,42892500.0,0.4,0.0,0.0,-0.75,3457822200.0,52.0,-72.0,23.0
12047,4.0,2021-02-04,116,NIO,57.6,48667900.0,0.44,0.0,0.0,-0.73,3500714700.0,54.0,-27.0,28.0
12046,5.0,2021-02-03,116,NIO,58.0,80122300.0,0.68,0.0,0.0,-0.77,3549382600.0,55.0,-39.0,27.0
12045,6.0,2021-02-02,116,NIO,55.8,66234100.0,0.55,0.0,0.0,-0.85,3469260300.0,51.0,-64.0,20.0
12044,7.0,2021-02-01,116,NIO,57.0,79878700.0,0.62,0.0,0.0,-0.72,3535494400.0,53.0,-34.0,28.0
12043,8.0,2021-01-29,116,NIO,57.0,78678200.0,0.6,0.0,0.0,-0.62,3615373100.0,53.0,8.0,31.0
12042,9.0,2021-01-28,116,NIO,58.4,73955100.0,0.56,0.0,0.0,-0.45,3694051300.0,56.0,9.0,31.0
12041,10.0,2021-01-27,116,NIO,57.2,73078300.0,0.54,0.0,0.0,-0.34,3620096200.0,54.0,20.0,31.0
12153,1.0,2021-02-09,117,NUGT,64.5,1411258.0,0.49,0.0,0.0,0.14,-24315058.0,47.0,-1.0,-100.0
12152,2.0,2021-02-08,117,NUGT,65.2,2817800.0,0.97,0.0,0.0,0.01,-22903800.0,49.0,-1.0,-100.0
12151,3.0,2021-02-05,117,NUGT,62.9,3322100.0,1.1,0.0,0.0,-0.25,-25721600.0,45.0,-92.0,-100.0
12150,4.0,2021-02-04,117,NUGT,60.1,3704500.0,1.26,0.0,0.0,-0.38,-29043700.0,39.0,-154.0,-100.0
12149,5.0,2021-02-03,117,NUGT,63.0,2302300.0,0.79,0.0,0.0,-0.23,-25339200.0,43.0,-84.0,-100.0
12148,6.0,2021-02-02,117,NUGT,63.1,3099900.0,1.07,0.0,0.0,-0.26,-23036900.0,44.0,-86.0,-100.0
12147,7.0,2021-02-01,117,NUGT,67.0,3986500.0,1.34,0.0,0.0,-0.27,-19937000.0,49.0,-27.0,-100.0
12146,8.0,2021-01-29,117,NUGT,62.8,3529400.0,1.22,0.0,0.0,-0.64,-23923500.0,42.0,-77.0,-100.0
12145,9.0,2021-01-28,117,NUGT,63.1,4074100.0,1.44,0.0,0.0,-0.71,-20394100.0,42.0,-94.0,-100.0
12144,10.0,2021-01-27,117,NUGT,60.2,4249400.0,1.55,0.0,0.0,-0.79,-24468200.0,36.0,-143.0,-100.0
12256,1.0,2021-02-09,118,SPCE,55.5,5140438.0,0.17,0.0,0.0,1.32,426437362.0,71.0,90.0,32.0
12255,2.0,2021-02-08,118,SPCE,56.2,14051300.0,0.47,0.0,0.0,1.62,431577800.0,72.0,103.0,31.0
12254,3.0,2021-02-05,118,SPCE,54.3,13516900.0,0.45,0.0,0.0,1.81,417526500.0,71.0,101.0,30.0
12253,4.0,2021-02-04,118,SPCE,54.7,32457800.0,1.09,0.0,0.0,2.07,431043400.0,72.0,135.0,28.0
12252,5.0,2021-02-03,118,SPCE,57.1,40047500.0,1.4,1.0,0.0,2.2,463501200.0,76.0,146.0,26.0
12251,6.0,2021-02-02,118,SPCE,48.6,39492700.0,1.46,0.0,0.0,1.91,423453700.0,70.0,145.0,27.0
12250,7.0,2021-02-01,118,SPCE,53.8,58078200.0,2.29,1.0,0.0,2.11,462946400.0,82.0,182.0,25.0
12249,8.0,2021-01-29,118,SPCE,44.3,28647800.0,1.26,0.0,0.0,1.66,404868200.0,74.0,155.0,26.0
12248,9.0,2021-01-28,118,SPCE,43.1,40856900.0,1.89,0.0,0.0,1.74,376220400.0,73.0,165.0,24.0
12247,10.0,2021-01-27,118,SPCE,46.3,78540200.0,3.92,1.0,0.0,1.79,417077300.0,83.0,241.0,22.0
12359,1.0,2021-02-09,119,WBA,50.4,2547810.0,0.4,0.0,0.0,-0.18,-3335590.0,67.0,76.0,32.0
12358,2.0,2021-02-08,119,WBA,49.9,3730500.0,0.54,0.0,0.0,-0.21,-5883400.0,65.0,63.0,33.0
12357,3.0,2021-02-05,119,WBA,49.8,4291200.0,0.6,0.0,0.0,-0.21,-9613900.0,64.0,62.0,34.0
12356,4.0,2021-02-04,119,WBA,49.3,3476400.0,0.45,0.0,0.0,-0.22,-13905100.0,62.0,37.0,35.0
12355,5.0,2021-02-03,119,WBA,48.9,5211200.0,0.64,0.0,0.0,-0.19,-17381500.0,61.0,27.0,36.0
12354,6.0,2021-02-02,119,WBA,48.4,5516500.0,0.66,0.0,0.0,-0.12,-22592700.0,59.0,27.0,35.0
12353,7.0,2021-02-01,119,WBA,48.8,6732200.0,0.79,0.0,0.0,0.02,-17076200.0,61.0,60.0,34.0
12352,8.0,2021-01-29,119,WBA,50.2,10483900.0,1.23,0.0,0.0,0.17,-10344000.0,70.0,93.0,31.0
12351,9.0,2021-01-28,119,WBA,50.7,6288900.0,0.77,0.0,0.0,0.22,139900.0,73.0,106.0,30.0
12350,10.0,2021-01-27,119,WBA,51.2,15941000.0,1.97,0.0,0.0,0.22,6428800.0,76.0,140.0,30.0
12462,1.0,2021-02-09,120,SNAP,64.0,8694671.0,0.37,0.0,0.0,1.03,1054845771.0,70.0,169.0,23.0
12461,2.0,2021-02-08,120,SNAP,63.8,28437300.0,1.18,1.0,0.0,1.0,1046151100.0,70.0,187.0,21.0
12460,3.0,2021-02-05,120,SNAP,63.6,85323600.0,3.68,1.0,0.0,0.86,1017713800.0,70.0,188.0,20.0
12459,4.0,2021-02-04,120,SNAP,58.3,32019200.0,1.61,0.0,0.0,0.56,932390200.0,62.0,167.0,21.0
12458,5.0,2021-02-03,120,SNAP,59.3,22390900.0,1.17,1.0,0.0,0.55,964409400.0,65.0,202.0,19.0
12457,6.0,2021-02-02,120,SNAP,58.9,18725900.0,1.02,1.0,0.0,0.37,942018500.0,64.0,209.0,18.0
12456,7.0,2021-02-01,120,SNAP,56.8,21208800.0,1.15,0.0,0.0,0.08,923292600.0,61.0,128.0,19.0
12455,8.0,2021-01-29,120,SNAP,52.9,15104800.0,0.83,0.0,0.0,-0.21,902083800.0,54.0,13.0,21.0
12454,9.0,2021-01-28,120,SNAP,53.1,25526700.0,1.4,0.0,0.0,-0.26,917188600.0,54.0,31.0,22.0
12453,10.0,2021-01-27,120,SNAP,49.0,24099100.0,1.24,0.0,0.0,-0.35,891661900.0,44.0,-83.0,6.0
12565,1.0,2021-02-09,121,BYND,167.6,1402704.0,0.22,0.0,0.0,-0.09,78274696.0,59.0,35.0,45.0
12564,2.0,2021-02-08,121,BYND,169.1,2024700.0,0.32,0.0,0.0,0.5,79677400.0,61.0,41.0,44.0
12563,3.0,2021-02-05,121,BYND,168.9,1773400.0,0.27,0.0,0.0,1.12,77652700.0,61.0,44.0,43.0
12562,4.0,2021-02-04,121,BYND,169.2,3282600.0,0.49,0.0,0.0,1.89,79426100.0,61.0,52.0,42.0
12561,5.0,2021-02-03,121,BYND,168.3,3039200.0,0.44,0.0,0.0,2.79,76143500.0,60.0,54.0,40.0
12560,6.0,2021-02-02,121,BYND,167.2,5385600.0,0.78,0.0,0.0,3.97,73104300.0,60.0,67.0,37.0
12559,7.0,2021-02-01,121,BYND,178.0,3048200.0,0.45,0.0,0.0,5.52,78489900.0,68.0,98.0,30.0
12558,8.0,2021-01-29,121,BYND,178.1,3136500.0,0.46,0.0,0.0,6.32,81538100.0,68.0,133.0,26.0
12557,9.0,2021-01-28,121,BYND,179.8,4443200.0,0.66,0.0,0.0,6.99,84674600.0,70.0,168.0,22.0
12556,10.0,2021-01-27,121,BYND,192.1,9672500.0,1.45,1.0,0.0,7.23,89117800.0,80.0,250.0,17.0
12668,1.0,2021-02-09,122,BNTX,118.0,700381.0,0.29,0.0,0.0,0.96,63304319.0,61.0,99.0,29.0
12667,2.0,2021-02-08,122,BNTX,119.5,1922900.0,0.74,0.0,0.0,1.2,64004700.0,64.0,128.0,27.0
12666,3.0,2021-02-05,122,BNTX,117.6,875000.0,0.32,0.0,0.0,1.27,62081800.0,62.0,127.0,26.0
12665,4.0,2021-02-04,122,BNTX,117.6,1441700.0,0.51,0.0,0.0,1.44,61206800.0,62.0,150.0,25.0
12664,5.0,2021-02-03,122,BNTX,118.0,2426900.0,0.84,0.0,0.0,1.55,62648500.0,63.0,147.0,23.0
12663,6.0,2021-02-02,122,BNTX,114.8,1906700.0,0.66,0.0,0.0,1.52,60221600.0,60.0,114.0,22.0
12662,7.0,2021-02-01,122,BNTX,116.1,2898200.0,0.99,0.0,0.0,1.64,62128300.0,62.0,144.0,20.0
12661,8.0,2021-01-29,122,BNTX,116.9,6622800.0,2.27,0.0,0.0,1.54,65026500.0,63.0,134.0,18.0
12660,9.0,2021-01-28,122,BNTX,110.0,2296600.0,0.84,0.0,0.0,1.15,58403700.0,57.0,83.0,18.0
12659,10.0,2021-01-27,122,BNTX,106.0,2139600.0,0.77,0.0,0.0,1.13,56107100.0,53.0,65.0,17.0
12771,1.0,2021-02-09,123,TTCF,24.3,1125861.0,0.47,0.0,0.0,-0.15,16982361.0,54.0,-41.0,31.0
12770,2.0,2021-02-08,123,TTCF,24.2,1725700.0,0.68,0.0,0.0,-0.17,15856500.0,54.0,-18.0,31.0
12769,3.0,2021-02-05,123,TTCF,24.7,1299400.0,0.5,0.0,0.0,-0.19,17582200.0,58.0,1.0,31.0
12768,4.0,2021-02-04,123,TTCF,24.5,1714300.0,0.65,0.0,0.0,-0.28,16282800.0,56.0,3.0,29.0
12767,5.0,2021-02-03,123,TTCF,23.5,1133600.0,0.42,0.0,0.0,-0.37,14568500.0,50.0,-85.0,6.0
12766,6.0,2021-02-02,123,TTCF,23.2,1290200.0,0.47,0.0,0.0,-0.39,13434900.0,48.0,-106.0,1.0
12765,7.0,2021-02-01,123,TTCF,23.4,2401900.0,0.86,0.0,0.0,-0.39,14725100.0,49.0,-132.0,11.0
12764,8.0,2021-01-29,123,TTCF,23.1,2028000.0,0.73,0.0,0.0,-0.38,12323200.0,48.0,-116.0,15.0
12763,9.0,2021-01-28,123,TTCF,23.8,2281100.0,0.83,0.0,0.0,-0.32,14351200.0,52.0,-55.0,36.0
12762,10.0,2021-01-27,123,TTCF,24.3,3106600.0,1.12,0.0,0.0,-0.27,16632300.0,55.0,2.0,44.0
12874,1.0,2021-02-09,124,OSTK,104.3,1761903.0,0.42,1.0,0.0,2.79,4074303.0,75.0,150.0,29.0
12873,2.0,2021-02-08,124,OSTK,99.3,3130000.0,0.74,0.0,0.0,2.46,2312400.0,73.0,138.0,30.0
12872,3.0,2021-02-05,124,OSTK,92.6,2919100.0,0.69,0.0,0.0,2.15,-817600.0,69.0,119.0,31.0
12871,4.0,2021-02-04,124,OSTK,88.5,3211800.0,0.76,0.0,0.0,2.07,-3736700.0,67.0,116.0,32.0
12870,5.0,2021-02-03,124,OSTK,90.7,6013300.0,1.42,0.0,0.0,2.12,-524900.0,69.0,134.0,31.0
12869,6.0,2021-02-02,124,OSTK,77.7,2043100.0,0.5,0.0,0.0,1.72,-6538200.0,61.0,83.0,37.0
12868,7.0,2021-02-01,124,OSTK,79.5,2324000.0,0.56,0.0,0.0,2.21,-4495100.0,63.0,93.0,33.0
12867,8.0,2021-01-29,124,OSTK,77.6,2663700.0,0.62,0.0,0.0,2.56,-6819100.0,62.0,120.0,30.0
12866,9.0,2021-01-28,124,OSTK,80.4,2999400.0,0.69,0.0,0.0,3.06,-4155400.0,65.0,164.0,25.0
12865,10.0,2021-01-27,124,OSTK,86.8,6568800.0,1.52,1.0,0.0,3.28,-1156000.0,74.0,244.0,20.0
12977,1.0,2021-02-09,127,CCL,21.0,15892337.0,0.47,0.0,0.0,0.21,223014963.0,55.0,73.0,7.0
12976,2.0,2021-02-08,127,CCL,21.6,22119400.0,0.64,0.0,0.0,0.22,238907300.0,60.0,130.0,4.0
12975,3.0,2021-02-05,127,CCL,21.3,29831100.0,0.85,0.0,0.0,0.15,216787900.0,59.0,129.0,-3.0
12974,4.0,2021-02-04,127,CCL,21.0,32541100.0,0.93,0.0,0.0,0.07,186956800.0,57.0,98.0,-23.0
12973,5.0,2021-02-03,127,CCL,20.4,33548800.0,0.96,0.0,0.0,-0.05,154415700.0,53.0,10.0,-95.0
12972,6.0,2021-02-02,127,CCL,19.5,27697100.0,0.79,0.0,0.0,-0.16,120866900.0,46.0,-74.0,-100.0
12971,7.0,2021-02-01,127,CCL,18.8,27139000.0,0.76,0.0,0.0,-0.22,93169800.0,40.0,-141.0,-100.0
12970,8.0,2021-01-29,127,CCL,18.7,50242100.0,1.41,0.0,1.0,-0.22,66030800.0,39.0,-143.0,-100.0
12969,9.0,2021-01-28,127,CCL,19.7,59670200.0,1.75,0.0,0.0,-0.2,116272900.0,46.0,-42.0,-100.0
12968,10.0,2021-01-27,127,CCL,19.0,50578900.0,1.55,0.0,0.0,-0.25,56602700.0,38.0,-185.0,-100.0
13080,1.0,2021-02-09,128,CLX,187.3,822416.0,0.37,0.0,0.0,-2.24,-2284916.0,34.0,-109.0,-100.0
13079,2.0,2021-02-08,128,CLX,190.0,2332800.0,1.04,0.0,0.0,-1.87,-1462500.0,36.0,-98.0,-100.0
13078,3.0,2021-02-05,128,CLX,191.2,2838400.0,1.29,0.0,0.0,-1.39,870300.0,37.0,-91.0,-100.0
13077,4.0,2021-02-04,128,CLX,191.6,4921900.0,2.28,0.0,0.0,-0.67,3708700.0,38.0,-72.0,-99.0
13076,5.0,2021-02-03,128,CLX,204.6,1619600.0,0.81,0.0,0.0,0.49,8630600.0,51.0,8.0,37.0
13075,6.0,2021-02-02,128,CLX,204.2,2018900.0,1.02,0.0,0.0,0.95,7011000.0,50.0,37.0,30.0
13074,7.0,2021-02-01,128,CLX,210.0,2461500.0,1.27,0.0,0.0,1.62,9029900.0,58.0,72.0,23.0
13073,8.0,2021-01-29,128,CLX,209.5,2130200.0,1.14,0.0,0.0,1.94,6568400.0,58.0,96.0,16.0
13072,9.0,2021-01-28,128,CLX,209.6,2937700.0,1.64,0.0,0.0,2.34,8698600.0,58.0,160.0,8.0
13071,10.0,2021-01-27,128,CLX,222.2,4056500.0,2.41,1.0,0.0,2.76,11636300.0,80.0,294.0,2.0
13183,1.0,2021-02-09,131,CVS,73.3,2005444.0,0.35,0.0,0.0,-0.22,88396244.0,54.0,-12.0,17.0
13182,2.0,2021-02-08,131,CVS,73.0,5824100.0,0.98,0.0,0.0,-0.3,86390800.0,52.0,-59.0,13.0
13181,3.0,2021-02-05,131,CVS,72.2,6420200.0,1.03,0.0,0.0,-0.36,80566700.0,49.0,-76.0,7.0
13180,4.0,2021-02-04,131,CVS,73.0,8117500.0,1.29,0.0,0.0,-0.37,86986900.0,53.0,-40.0,13.0
13179,5.0,2021-02-03,131,CVS,73.2,6128200.0,0.96,0.0,0.0,-0.44,95104400.0,54.0,-61.0,9.0
13178,6.0,2021-02-02,131,CVS,71.8,5543900.0,0.86,0.0,0.0,-0.56,88976200.0,47.0,-90.0,-12.0
13177,7.0,2021-02-01,131,CVS,71.5,5207100.0,0.77,0.0,0.0,-0.57,83432300.0,45.0,-83.0,-11.0
13176,8.0,2021-01-29,131,CVS,71.7,6466200.0,0.95,0.0,0.0,-0.51,88639400.0,46.0,-57.0,0.0
13175,9.0,2021-01-28,131,CVS,72.6,5020000.0,0.75,0.0,0.0,-0.41,95105600.0,50.0,-14.0,16.0
13174,10.0,2021-01-27,131,CVS,72.4,6279800.0,0.94,0.0,0.0,-0.34,90085600.0,49.0,-4.0,22.0
13286,1.0,2021-02-09,134,GOOGL,2086.8,437927.0,0.2,0.0,0.0,23.6,35267227.0,74.0,136.0,27.0
13285,2.0,2021-02-08,134,GOOGL,2084.5,1441000.0,0.63,0.0,0.0,25.07,34829300.0,74.0,156.0,25.0
13284,3.0,2021-02-05,134,GOOGL,2088.8,1489700.0,0.64,1.0,0.0,24.83,36270300.0,74.0,174.0,23.0
13283,4.0,2021-02-04,134,GOOGL,2053.6,2429800.0,1.03,1.0,0.0,21.28,34780600.0,72.0,180.0,22.0
13282,5.0,2021-02-03,134,GOOGL,2058.9,4894100.0,2.09,1.0,0.0,16.86,37210400.0,73.0,216.0,22.0
13281,6.0,2021-02-02,134,GOOGL,1919.1,3316600.0,1.54,0.0,0.0,7.38,32316300.0,63.0,116.0,26.0
13280,7.0,2021-02-01,134,GOOGL,1893.1,2012600.0,0.97,0.0,0.0,5.46,28999700.0,61.0,88.0,27.0
13279,8.0,2021-01-29,134,GOOGL,1827.4,2225200.0,1.1,0.0,0.0,4.21,26987100.0,54.0,32.0,30.0
13278,9.0,2021-01-28,134,GOOGL,1853.2,2763900.0,1.4,0.0,0.0,8.17,29212300.0,58.0,73.0,28.0
13277,10.0,2021-01-27,134,GOOGL,1818.9,4125600.0,2.19,0.0,0.0,10.82,26448400.0,53.0,53.0,26.0
13389,1.0,2021-02-09,136,HON,202.6,559119.0,0.2,0.0,0.0,0.26,33648481.0,48.0,-11.0,-79.0
13388,2.0,2021-02-08,136,HON,203.9,2075700.0,0.7,0.0,0.0,0.13,34207600.0,51.0,9.0,-88.0
13387,3.0,2021-02-05,136,HON,202.9,1868100.0,0.61,0.0,0.0,-0.19,32131900.0,49.0,-17.0,-100.0
13386,4.0,2021-02-04,136,HON,200.6,2273300.0,0.74,0.0,0.0,-0.56,30263800.0,45.0,-62.0,-100.0
13385,5.0,2021-02-03,136,HON,199.1,1910100.0,0.62,0.0,0.0,-0.85,27990500.0,42.0,-92.0,-100.0
13384,6.0,2021-02-02,136,HON,200.1,2767800.0,0.9,0.0,0.0,-1.06,29900600.0,43.0,-93.0,-100.0
13383,7.0,2021-02-01,136,HON,195.6,2889000.0,0.94,0.0,1.0,-1.39,27132800.0,34.0,-164.0,-100.0
13382,8.0,2021-01-29,136,HON,195.4,4635100.0,1.55,0.0,1.0,-1.31,24243800.0,34.0,-185.0,-100.0
13381,9.0,2021-01-28,136,HON,202.8,3731700.0,1.31,0.0,0.0,-1.04,28878900.0,44.0,-102.0,-92.0
13380,10.0,2021-01-27,136,HON,199.4,4108600.0,1.5,0.0,1.0,-1.28,25147200.0,35.0,-209.0,-100.0
13492,1.0,2021-02-09,140,LUV,50.9,2739558.0,0.35,0.0,0.0,0.62,111838842.0,63.0,156.0,16.0
13491,2.0,2021-02-08,140,LUV,52.2,11354400.0,1.42,1.0,0.0,0.57,114578400.0,70.0,223.0,13.0
13490,3.0,2021-02-05,140,LUV,50.0,10470100.0,1.37,0.0,0.0,0.31,103224000.0,65.0,168.0,9.0
13489,4.0,2021-02-04,140,LUV,49.1,10621700.0,1.43,0.0,0.0,0.09,92753900.0,62.0,94.0,2.0
13488,5.0,2021-02-03,140,LUV,46.5,6118700.0,0.84,0.0,0.0,-0.17,82132200.0,52.0,-20.0,-67.0
13487,6.0,2021-02-02,140,LUV,45.6,6203500.0,0.86,0.0,0.0,-0.31,76013500.0,48.0,-52.0,-100.0
