,ndays,dte,sort,sym,cls,vol,score_vol_sma20,bb_bbhi,bb_bbli,macd,obv,rsi14,cci20,score_ovlp_ema
7000,4.0,2021-02-04,67,CHTR,619.8,840700.0,0.68,0.0,0.0,-2.32,6966400.0,46.0,-79.0,-100.0
6999,5.0,2021-02-03,67,CHTR,609.3,929800.0,0.73,0.0,0.0,-3.05,6125700.0,43.0,-115.0,-100.0
6998,6.0,2021-02-02,67,CHTR,616.7,1531200.0,1.2,0.0,0.0,-2.81,7055500.0,45.0,-111.0,-100.0
6997,7.0,2021-02-01,67,CHTR,599.0,1465600.0,1.17,0.0,1.0,-2.9,5524300.0,39.0,-180.0,-100.0
6996,8.0,2021-01-29,67,CHTR,607.6,2393600.0,1.97,0.0,0.0,-0.96,6989900.0,41.0,-121.0,-100.0
6995,9.0,2021-01-28,67,CHTR,654.7,1773900.0,1.56,0.0,0.0,1.38,9383500.0,55.0,87.0,-21.0
6994,10.0,2021-01-27,67,CHTR,615.8,1919500.0,1.72,0.0,0.0,0.23,7609600.0,40.0,-66.0,-100.0
7106,1.0,2021-02-09,68,AMT,232.1,426075.0,0.19,0.0,0.0,0.65,-7385275.0,58.0,72.0,29.0
7105,2.0,2021-02-08,68,AMT,232.8,1774800.0,0.75,0.0,0.0,0.9,-6959200.0,59.0,67.0,23.0
7104,3.0,2021-02-05,68,AMT,233.0,1608900.0,0.67,0.0,0.0,1.12,-5184400.0,59.0,90.0,16.0
7103,4.0,2021-02-04,68,AMT,232.2,1934100.0,0.78,0.0,0.0,1.33,-6793300.0,59.0,97.0,10.0
7102,5.0,2021-02-03,68,AMT,232.3,2503000.0,0.99,0.0,0.0,1.6,-4859200.0,59.0,109.0,3.0
7101,6.0,2021-02-02,68,AMT,236.1,2045200.0,0.81,0.0,0.0,1.87,-2356200.0,65.0,168.0,-3.0
7100,7.0,2021-02-01,68,AMT,235.6,2172100.0,0.85,1.0,0.0,1.75,-4401400.0,64.0,154.0,-17.0
7099,8.0,2021-01-29,68,AMT,227.4,2700800.0,1.06,0.0,0.0,1.45,-6573500.0,56.0,95.0,-53.0
7098,9.0,2021-01-28,68,AMT,228.3,2685600.0,1.09,0.0,0.0,1.69,-3872700.0,57.0,148.0,-52.0
7097,10.0,2021-01-27,68,AMT,229.1,2763100.0,1.15,0.0,0.0,1.84,-1187100.0,58.0,194.0,-57.0
7209,1.0,2021-02-09,69,SBUX,106.1,2070211.0,0.32,0.0,0.0,0.54,71272589.0,59.0,112.0,11.0
7208,2.0,2021-02-08,69,SBUX,106.3,4834300.0,0.73,0.0,0.0,0.44,73342800.0,59.0,121.0,8.0
7207,3.0,2021-02-05,69,SBUX,106.5,8070700.0,1.21,0.0,0.0,0.23,78177100.0,60.0,133.0,3.0
7206,4.0,2021-02-04,69,SBUX,103.6,6926800.0,1.06,0.0,0.0,-0.15,70106400.0,54.0,26.0,-25.0
7205,5.0,2021-02-03,69,SBUX,101.0,3934800.0,0.61,0.0,0.0,-0.45,63179600.0,48.0,-30.0,-75.0
7204,6.0,2021-02-02,69,SBUX,101.7,6917700.0,1.06,0.0,0.0,-0.61,67114400.0,50.0,-52.0,-93.0
7203,7.0,2021-02-01,69,SBUX,98.6,7206300.0,1.1,0.0,0.0,-0.88,60196700.0,41.0,-156.0,-100.0
7202,8.0,2021-01-29,69,SBUX,96.8,8200800.0,1.29,0.0,1.0,-0.93,52990400.0,36.0,-245.0,-100.0
7201,9.0,2021-01-28,69,SBUX,98.2,8868200.0,1.44,0.0,1.0,-0.75,61191200.0,38.0,-217.0,-95.0
7200,10.0,2021-01-27,69,SBUX,97.9,18139500.0,3.05,0.0,1.0,-0.55,52323000.0,37.0,-276.0,-49.0
7312,1.0,2021-02-09,70,LMT,342.0,620706.0,0.31,0.0,0.0,1.61,-9323394.0,52.0,33.0,-100.0
7311,2.0,2021-02-08,70,LMT,337.8,1548300.0,0.73,0.0,0.0,1.14,-9944100.0,48.0,2.0,-100.0
7310,3.0,2021-02-05,70,LMT,337.0,1454400.0,0.66,0.0,0.0,0.79,-11492400.0,47.0,11.0,-100.0
7309,4.0,2021-02-04,70,LMT,337.2,2174100.0,0.97,0.0,0.0,0.34,-10038000.0,47.0,-20.0,-100.0
7308,5.0,2021-02-03,70,LMT,332.4,2683100.0,1.21,0.0,0.0,-0.34,-12212100.0,42.0,-75.0,-100.0
7307,6.0,2021-02-02,70,LMT,332.7,2065400.0,0.96,0.0,0.0,-0.81,-9529000.0,42.0,-82.0,-100.0
7306,7.0,2021-02-01,70,LMT,324.0,1615500.0,0.75,0.0,0.0,-1.45,-11594400.0,31.0,-188.0,-100.0
7305,8.0,2021-01-29,70,LMT,321.8,2098700.0,0.98,0.0,1.0,-1.38,-13209900.0,28.0,-208.0,-100.0
7304,9.0,2021-01-28,70,LMT,327.9,1837800.0,0.89,0.0,1.0,-0.85,-11111200.0,32.0,-168.0,-100.0
7303,10.0,2021-01-27,70,LMT,332.5,2666300.0,1.31,0.0,0.0,-0.48,-9273400.0,35.0,-153.0,-100.0
7415,1.0,2021-02-09,71,IBM,121.9,1859940.0,0.21,0.0,0.0,-0.07,-38290440.0,47.0,-32.0,-100.0
7414,2.0,2021-02-08,71,IBM,123.6,5886000.0,0.65,0.0,0.0,-0.16,-36430500.0,51.0,-10.0,-100.0
7413,3.0,2021-02-05,71,IBM,121.8,4563600.0,0.5,0.0,0.0,-0.45,-42316500.0,47.0,-44.0,-100.0
7412,4.0,2021-02-04,71,IBM,121.0,4562100.0,0.5,0.0,0.0,-0.68,-46880100.0,45.0,-64.0,-100.0
7411,5.0,2021-02-03,71,IBM,119.1,6715400.0,0.73,0.0,0.0,-0.9,-51442200.0,40.0,-91.0,-100.0
7410,6.0,2021-02-02,71,IBM,119.4,6341900.0,0.69,0.0,0.0,-0.97,-44726800.0,40.0,-90.0,-100.0
7409,7.0,2021-02-01,71,IBM,120.5,6250500.0,0.69,0.0,0.0,-1.03,-38384900.0,42.0,-97.0,-100.0
7408,8.0,2021-01-29,71,IBM,119.1,11772300.0,1.31,0.0,0.0,-1.15,-44635400.0,39.0,-116.0,-100.0
7407,9.0,2021-01-28,71,IBM,120.1,8084100.0,0.94,0.0,0.0,-1.09,-32863100.0,40.0,-102.0,-100.0
7406,10.0,2021-01-27,71,IBM,122.5,12146500.0,1.46,0.0,0.0,-1.01,-24779000.0,44.0,-71.0,-99.0
7518,1.0,2021-02-09,72,AMD,91.1,20797859.0,0.43,0.0,0.0,0.08,-9122359.0,52.0,34.0,-67.0
7517,2.0,2021-02-08,72,AMD,91.5,47553300.0,0.96,0.0,0.0,-0.1,11675500.0,53.0,1.0,-100.0
7516,3.0,2021-02-05,72,AMD,87.9,30197700.0,0.61,0.0,0.0,-0.4,-35877800.0,44.0,-71.0,-100.0
7515,4.0,2021-02-04,72,AMD,87.8,30791600.0,0.62,0.0,0.0,-0.47,-66075500.0,44.0,-75.0,-100.0
7514,5.0,2021-02-03,72,AMD,87.9,32312900.0,0.63,0.0,0.0,-0.53,-35283900.0,44.0,-72.0,-100.0
7513,6.0,2021-02-02,72,AMD,88.9,33850000.0,0.66,0.0,0.0,-0.57,-2971000.0,46.0,-76.0,-100.0
7512,7.0,2021-02-01,72,AMD,87.7,42359300.0,0.81,0.0,0.0,-0.69,-36821000.0,43.0,-126.0,-100.0
7511,8.0,2021-01-29,72,AMD,85.6,56631200.0,1.11,0.0,1.0,-0.71,-79180300.0,39.0,-158.0,-100.0
7510,9.0,2021-01-28,72,AMD,87.5,47048400.0,0.95,0.0,0.0,-0.46,-22549100.0,42.0,-126.0,-99.0
7509,10.0,2021-01-27,72,AMD,88.8,73341200.0,1.5,0.0,0.0,-0.22,24499300.0,44.0,-113.0,-14.0
7621,1.0,2021-02-09,73,NOW,580.0,835849.0,0.56,0.0,0.0,5.01,9415151.0,60.0,101.0,27.0
7620,2.0,2021-02-08,73,NOW,587.9,1031300.0,0.68,0.0,0.0,6.16,10251000.0,64.0,140.0,24.0
7619,3.0,2021-02-05,73,NOW,589.7,972000.0,0.63,0.0,0.0,6.57,11282300.0,65.0,160.0,22.0
7618,4.0,2021-02-04,73,NOW,589.0,1253300.0,0.79,1.0,0.0,6.39,10310300.0,65.0,171.0,20.0
7617,5.0,2021-02-03,73,NOW,576.7,1491500.0,0.92,1.0,0.0,5.56,9057000.0,62.0,183.0,18.0
7616,6.0,2021-02-02,73,NOW,583.5,2251600.0,1.38,1.0,0.0,4.98,10548500.0,65.0,215.0,15.0
7615,7.0,2021-02-01,73,NOW,558.6,1716900.0,1.06,1.0,0.0,2.91,8296900.0,58.0,150.0,13.0
7614,8.0,2021-01-29,73,NOW,543.2,2380200.0,1.53,0.0,0.0,1.89,6580000.0,54.0,71.0,11.0
7613,9.0,2021-01-28,73,NOW,554.2,3282700.0,2.23,0.0,0.0,1.68,8960200.0,58.0,136.0,8.0
7612,10.0,2021-01-27,73,NOW,516.5,2241300.0,1.66,0.0,0.0,0.07,5677500.0,44.0,-58.0,-62.0
7724,1.0,2021-02-09,74,MMM,181.5,761974.0,0.24,0.0,0.0,0.73,17674974.0,62.0,94.0,26.0
7723,2.0,2021-02-08,74,MMM,180.8,2355100.0,0.72,0.0,0.0,0.67,16913000.0,61.0,92.0,26.0
7722,3.0,2021-02-05,74,MMM,179.0,1820600.0,0.54,0.0,0.0,0.57,14557900.0,58.0,78.0,27.0
7721,4.0,2021-02-04,74,MMM,177.1,1833000.0,0.51,0.0,0.0,0.52,12737300.0,56.0,65.0,30.0
7720,5.0,2021-02-03,74,MMM,175.5,2874200.0,0.79,0.0,0.0,0.58,10904300.0,53.0,53.0,30.0
7719,6.0,2021-02-02,74,MMM,175.0,2844400.0,0.78,0.0,0.0,0.77,8030100.0,53.0,63.0,27.0
7718,7.0,2021-02-01,74,MMM,174.7,2569700.0,0.71,0.0,0.0,1.06,5185700.0,52.0,59.0,24.0
7717,8.0,2021-01-29,74,MMM,175.7,4214600.0,1.17,0.0,0.0,1.44,7755400.0,54.0,101.0,18.0
7716,9.0,2021-01-28,74,MMM,183.4,4153700.0,1.2,1.0,0.0,1.84,11970000.0,67.0,215.0,12.0
7715,10.0,2021-01-27,74,MMM,186.6,8097000.0,2.45,1.0,0.0,1.54,16123700.0,74.0,253.0,7.0
7827,1.0,2021-02-09,75,BLK,729.3,152215.0,0.2,0.0,0.0,-0.9,15214315.0,52.0,-27.0,12.0
7826,2.0,2021-02-08,75,BLK,726.5,532900.0,0.67,0.0,0.0,-1.36,15062100.0,51.0,-32.0,10.0
7825,3.0,2021-02-05,75,BLK,726.3,474900.0,0.6,0.0,0.0,-1.74,14529200.0,51.0,-23.0,8.0
7824,4.0,2021-02-04,75,BLK,732.5,636400.0,0.79,0.0,0.0,-2.22,15004100.0,53.0,-18.0,7.0
7823,5.0,2021-02-03,75,BLK,724.1,685300.0,0.85,0.0,0.0,-3.47,14367700.0,50.0,-55.0,-4.0
7822,6.0,2021-02-02,75,BLK,729.5,879300.0,1.1,0.0,0.0,-4.38,15053000.0,52.0,-32.0,-10.0
7821,7.0,2021-02-01,75,BLK,713.2,483100.0,0.62,0.0,0.0,-6.09,14173700.0,47.0,-97.0,-40.0
7820,8.0,2021-01-29,75,BLK,701.3,800700.0,1.03,0.0,0.0,-6.73,13690600.0,43.0,-116.0,-48.0
7819,9.0,2021-01-28,75,BLK,719.9,822400.0,1.09,0.0,0.0,-6.08,14491300.0,48.0,-75.0,-22.0
7818,10.0,2021-01-27,75,BLK,697.8,1104400.0,1.51,0.0,0.0,-6.57,13668900.0,40.0,-140.0,-34.0
7930,1.0,2021-02-09,76,RTX,72.8,1601482.0,0.2,0.0,0.0,0.64,24091182.0,61.0,113.0,12.0
7929,2.0,2021-02-08,76,RTX,72.5,4963300.0,0.61,0.0,0.0,0.61,22489700.0,60.0,126.0,9.0
7928,3.0,2021-02-05,76,RTX,72.3,7952700.0,0.97,0.0,0.0,0.55,17526400.0,60.0,161.0,4.0
7927,4.0,2021-02-04,76,RTX,72.7,9024300.0,1.1,1.0,0.0,0.44,25479100.0,61.0,149.0,-2.0
7926,5.0,2021-02-03,76,RTX,70.6,8370000.0,1.02,0.0,0.0,0.19,16454800.0,56.0,72.0,-32.0
7925,6.0,2021-02-02,76,RTX,70.1,8710600.0,1.08,0.0,0.0,-0.01,8084800.0,55.0,29.0,-100.0
7924,7.0,2021-02-01,76,RTX,67.0,5994000.0,0.74,0.0,0.0,-0.26,-625800.0,43.0,-102.0,-100.0
7923,8.0,2021-01-29,76,RTX,66.7,15605200.0,1.96,0.0,0.0,-0.32,-6619800.0,42.0,-121.0,-100.0
7922,9.0,2021-01-28,76,RTX,68.2,8753200.0,1.18,0.0,0.0,-0.35,8985400.0,47.0,-79.0,-100.0
7921,10.0,2021-01-27,76,RTX,65.5,12377000.0,1.73,0.0,1.0,-0.5,232200.0,35.0,-193.0,-100.0
8033,1.0,2021-02-09,77,BA,215.0,8167443.0,0.72,0.0,0.0,1.75,207159643.0,58.0,115.0,-7.0
8032,2.0,2021-02-08,77,BA,211.9,11167100.0,0.94,0.0,0.0,1.34,198992200.0,56.0,88.0,-23.0
8031,3.0,2021-02-05,77,BA,207.9,9528900.0,0.79,0.0,0.0,0.92,187825100.0,52.0,65.0,-57.0
8030,4.0,2021-02-04,77,BA,210.6,11869900.0,0.97,0.0,0.0,0.62,197354000.0,55.0,76.0,-84.0
8029,5.0,2021-02-03,77,BA,207.4,11836900.0,0.95,0.0,0.0,-0.13,185484100.0,52.0,4.0,-100.0
8028,6.0,2021-02-02,77,BA,200.9,11130600.0,0.87,0.0,0.0,-0.95,173647200.0,45.0,-68.0,-100.0
8027,7.0,2021-02-01,77,BA,195.8,9061900.0,0.68,0.0,0.0,-1.47,162516600.0,38.0,-154.0,-100.0
8026,8.0,2021-01-29,77,BA,194.2,13655600.0,1.02,0.0,1.0,-1.61,153454700.0,36.0,-161.0,-100.0
8025,9.0,2021-01-28,77,BA,197.2,10403200.0,0.78,0.0,0.0,-1.5,167110300.0,38.0,-157.0,-100.0
8024,10.0,2021-01-27,77,BA,194.0,20948500.0,1.56,0.0,1.0,-1.48,156707100.0,34.0,-221.0,-100.0
8136,1.0,2021-02-09,78,C,63.4,5973030.0,0.29,0.0,0.0,0.09,281935870.0,57.0,26.0,12.0
8135,2.0,2021-02-08,78,C,63.7,15050200.0,0.7,0.0,0.0,-0.02,287908900.0,58.0,25.0,10.0
8134,3.0,2021-02-05,78,C,62.6,13488500.0,0.62,0.0,0.0,-0.21,272858700.0,55.0,-0.0,3.0
8133,4.0,2021-02-04,78,C,62.4,16612900.0,0.74,0.0,0.0,-0.4,259370200.0,54.0,-15.0,-7.0
8132,5.0,2021-02-03,78,C,61.1,18730600.0,0.8,0.0,0.0,-0.65,242757300.0,50.0,-57.0,-31.0
8131,6.0,2021-02-02,78,C,59.6,18693400.0,0.8,0.0,0.0,-0.87,224026700.0,45.0,-78.0,-58.0
8130,7.0,2021-02-01,78,C,58.4,16073000.0,0.68,0.0,0.0,-1.01,205333300.0,41.0,-117.0,-68.0
8129,8.0,2021-01-29,78,C,58.0,27057800.0,1.16,0.0,0.0,-1.03,189260300.0,39.0,-117.0,-55.0
8128,9.0,2021-01-28,78,C,60.3,19986200.0,0.88,0.0,0.0,-0.94,216318100.0,46.0,-79.0,-25.0
8127,10.0,2021-01-27,78,C,59.4,24657200.0,1.11,0.0,0.0,-0.99,196331900.0,42.0,-109.0,-25.0
8239,1.0,2021-02-09,79,CAT,197.4,963706.0,0.33,0.0,0.0,0.52,52482094.0,64.0,99.0,20.0
8238,2.0,2021-02-08,79,CAT,197.4,2723100.0,0.92,0.0,0.0,0.28,53445800.0,64.0,103.0,19.0
8237,3.0,2021-02-05,79,CAT,193.0,2240000.0,0.75,0.0,0.0,-0.16,50722700.0,59.0,30.0,20.0
8236,4.0,2021-02-04,79,CAT,191.6,2253800.0,0.72,0.0,0.0,-0.43,48482700.0,57.0,10.0,20.0
8235,5.0,2021-02-03,79,CAT,191.4,2979000.0,0.87,0.0,0.0,-0.7,46228900.0,57.0,-6.0,20.0
8234,6.0,2021-02-02,79,CAT,192.5,5265400.0,1.53,0.0,0.0,-1.08,49207900.0,59.0,-6.0,14.0
8233,7.0,2021-02-01,79,CAT,184.7,2738200.0,0.81,0.0,0.0,-1.74,43942500.0,47.0,-86.0,-24.0
8232,8.0,2021-01-29,79,CAT,182.8,4540100.0,1.37,0.0,0.0,-1.89,41204300.0,44.0,-85.0,-31.0
8231,9.0,2021-01-28,79,CAT,184.3,3445400.0,1.07,0.0,0.0,-1.81,45744400.0,46.0,-75.0,-20.0
8230,10.0,2021-01-27,79,CAT,180.6,4095300.0,1.31,0.0,0.0,-1.74,42299000.0,39.0,-96.0,-19.0
8342,1.0,2021-02-09,80,INTU,391.9,297760.0,0.23,0.0,0.0,1.79,7472860.0,60.0,98.0,21.0
8341,2.0,2021-02-08,80,INTU,389.7,898600.0,0.68,0.0,0.0,1.67,7175100.0,59.0,118.0,20.0
8340,3.0,2021-02-05,80,INTU,389.4,867300.0,0.64,0.0,0.0,1.53,6276500.0,59.0,143.0,18.0
8339,4.0,2021-02-04,80,INTU,392.7,1522100.0,1.12,1.0,0.0,1.18,7143800.0,61.0,145.0,16.0
8338,5.0,2021-02-03,80,INTU,380.1,807300.0,0.59,0.0,0.0,0.15,5621700.0,55.0,82.0,16.0
8337,6.0,2021-02-02,80,INTU,384.1,1123400.0,0.82,0.0,0.0,-0.25,6429000.0,57.0,110.0,15.0
8336,7.0,2021-02-01,80,INTU,373.6,1260100.0,0.89,0.0,0.0,-1.29,5305600.0,52.0,5.0,-12.0
8335,8.0,2021-01-29,80,INTU,361.2,1523500.0,1.09,0.0,0.0,-1.8,4045500.0,43.0,-100.0,-58.0
8334,9.0,2021-01-28,80,INTU,370.0,1395100.0,1.03,0.0,0.0,-1.22,5569000.0,49.0,-25.0,-13.0
8333,10.0,2021-01-27,80,INTU,363.1,1928100.0,1.46,0.0,0.0,-1.13,4173900.0,44.0,-85.0,-15.0
8445,1.0,2021-02-09,81,ISRG,784.0,206858.0,0.3,0.0,0.0,1.07,4491858.0,54.0,37.0,-75.0
8444,2.0,2021-02-08,81,ISRG,770.0,429100.0,0.6,0.0,0.0,-0.87,4285000.0,50.0,-16.0,-100.0
8443,3.0,2021-02-05,81,ISRG,762.2,435700.0,0.61,0.0,0.0,-2.37,3855900.0,47.0,-41.0,-100.0
8442,4.0,2021-02-04,81,ISRG,757.0,759000.0,1.06,0.0,0.0,-3.68,3420200.0,46.0,-69.0,-100.0
8441,5.0,2021-02-03,81,ISRG,745.4,510600.0,0.72,0.0,0.0,-4.86,2661200.0,42.0,-97.0,-100.0
8440,6.0,2021-02-02,81,ISRG,757.8,551400.0,0.78,0.0,0.0,-5.07,3171800.0,45.0,-74.0,-100.0
8439,7.0,2021-02-01,81,ISRG,746.1,628000.0,0.88,0.0,0.0,-6.2,2620400.0,41.0,-121.0,-100.0
8438,8.0,2021-01-29,81,ISRG,747.6,630100.0,0.9,0.0,0.0,-6.26,3248400.0,41.0,-135.0,-100.0
8437,9.0,2021-01-28,81,ISRG,765.4,573500.0,0.84,0.0,0.0,-5.97,3878500.0,45.0,-84.0,-100.0
8436,10.0,2021-01-27,81,ISRG,758.7,772500.0,1.15,0.0,0.0,-6.83,3305000.0,43.0,-143.0,-100.0
8548,1.0,2021-02-09,82,SPGI,337.3,1553185.0,0.77,1.0,0.0,2.23,-17562815.0,61.0,175.0,-35.0
8547,2.0,2021-02-08,82,SPGI,325.4,1250100.0,0.62,0.0,0.0,1.62,-19116000.0,53.0,88.0,-100.0
8546,3.0,2021-02-05,82,SPGI,324.0,2153300.0,1.06,0.0,0.0,1.76,-20366100.0,52.0,107.0,-100.0
8545,4.0,2021-02-04,82,SPGI,328.5,1172500.0,0.58,0.0,0.0,1.98,-18212800.0,56.0,107.0,-98.0
8544,5.0,2021-02-03,82,SPGI,324.2,1705100.0,0.83,0.0,0.0,1.75,-19385300.0,53.0,94.0,-100.0
8543,6.0,2021-02-02,82,SPGI,330.1,2397000.0,1.16,0.0,0.0,1.7,-17680200.0,58.0,121.0,-100.0
8542,7.0,2021-02-01,82,SPGI,321.8,1774600.0,0.85,0.0,0.0,0.92,-20077200.0,52.0,19.0,-100.0
8541,8.0,2021-01-29,82,SPGI,317.0,2734500.0,1.33,0.0,0.0,0.49,-21851800.0,48.0,-32.0,-100.0
8540,9.0,2021-01-28,82,SPGI,319.0,2721800.0,1.37,0.0,0.0,0.3,-19117300.0,50.0,-32.0,-100.0
8539,10.0,2021-01-27,82,SPGI,306.3,3074900.0,1.61,0.0,0.0,-0.18,-21839100.0,38.0,-80.0,-100.0
8651,1.0,2021-02-09,83,MDLZ,55.8,3569762.0,0.51,0.0,0.0,-0.03,-33532162.0,44.0,-73.0,-100.0
8650,2.0,2021-02-08,83,MDLZ,56.0,5432600.0,0.75,0.0,0.0,-0.04,-29962400.0,45.0,-58.0,-100.0
8649,3.0,2021-02-05,83,MDLZ,56.2,4961600.0,0.68,0.0,0.0,-0.07,-24529800.0,46.0,-49.0,-100.0
8648,4.0,2021-02-04,83,MDLZ,56.0,7185500.0,0.96,0.0,0.0,-0.12,-29491400.0,45.0,-96.0,-100.0
8647,5.0,2021-02-03,83,MDLZ,55.3,7583100.0,1.01,0.0,0.0,-0.16,-36676900.0,39.0,-149.0,-100.0
8646,6.0,2021-02-02,83,MDLZ,56.2,7378600.0,1.0,0.0,0.0,-0.14,-29093800.0,44.0,-112.0,-100.0
8645,7.0,2021-02-01,83,MDLZ,55.2,8868200.0,1.19,0.0,1.0,-0.18,-36472400.0,37.0,-200.0,-100.0
8644,8.0,2021-01-29,83,MDLZ,55.4,14261000.0,1.96,0.0,1.0,-0.12,-27604200.0,38.0,-198.0,-100.0
8643,9.0,2021-01-28,83,MDLZ,57.1,7522700.0,1.11,0.0,0.0,-0.04,-13343200.0,49.0,-48.0,-100.0
8642,10.0,2021-01-27,83,MDLZ,56.4,7583000.0,1.14,0.0,0.0,-0.08,-20865900.0,42.0,-71.0,-100.0
8754,1.0,2021-02-09,84,AXP,126.9,747544.0,0.18,0.0,0.0,0.66,-27459344.0,59.0,87.0,17.0
8753,2.0,2021-02-08,84,AXP,128.0,3360900.0,0.78,0.0,0.0,0.56,-26711800.0,61.0,114.0,14.0
8752,3.0,2021-02-05,84,AXP,126.3,3183900.0,0.74,0.0,0.0,0.24,-30072700.0,59.0,101.0,12.0
8751,4.0,2021-02-04,84,AXP,124.9,3915900.0,0.86,0.0,0.0,-0.13,-33256600.0,57.0,50.0,9.0
8750,5.0,2021-02-03,84,AXP,120.4,2782500.0,0.6,0.0,0.0,-0.58,-37172500.0,51.0,-32.0,-24.0
8749,6.0,2021-02-02,84,AXP,120.7,4036700.0,0.87,0.0,0.0,-0.79,-34390000.0,51.0,-25.0,-44.0
8748,7.0,2021-02-01,84,AXP,117.0,3359800.0,0.73,0.0,0.0,-1.09,-38426700.0,45.0,-84.0,-95.0
8747,8.0,2021-01-29,84,AXP,116.3,5052800.0,1.12,0.0,0.0,-1.12,-41786500.0,43.0,-115.0,-88.0
8746,9.0,2021-01-28,84,AXP,119.0,5788500.0,1.33,0.0,0.0,-1.02,-36733700.0,47.0,-76.0,-63.0
8745,10.0,2021-01-27,84,AXP,114.1,5816900.0,1.4,0.0,1.0,-1.05,-42522200.0,38.0,-185.0,-78.0
8857,1.0,2021-02-09,85,PLD,106.9,418990.0,0.16,0.0,0.0,0.44,41734110.0,67.0,84.0,37.0
8856,2.0,2021-02-08,85,PLD,107.1,1754000.0,0.65,0.0,0.0,0.54,42153100.0,68.0,90.0,35.0
8855,3.0,2021-02-05,85,PLD,106.7,1704900.0,0.63,0.0,0.0,0.62,40399100.0,67.0,97.0,34.0
8854,4.0,2021-02-04,85,PLD,106.4,2698000.0,0.97,0.0,0.0,0.71,38694200.0,66.0,107.0,33.0
8853,5.0,2021-02-03,85,PLD,106.0,2440100.0,0.85,0.0,0.0,0.79,35996200.0,65.0,106.0,31.0
8852,6.0,2021-02-02,85,PLD,106.9,2148700.0,0.73,0.0,0.0,0.88,38436300.0,69.0,132.0,29.0
8851,7.0,2021-02-01,85,PLD,105.9,2982300.0,0.97,0.0,0.0,0.84,36287600.0,67.0,117.0,29.0
8850,8.0,2021-01-29,85,PLD,103.2,3090900.0,1.03,0.0,0.0,0.8,33305300.0,61.0,94.0,30.0
8849,9.0,2021-01-28,85,PLD,103.4,2371600.0,0.81,0.0,0.0,0.92,36396200.0,62.0,117.0,22.0
8848,10.0,2021-01-27,85,PLD,103.3,2884400.0,1.0,0.0,0.0,1.02,34024600.0,62.0,155.0,14.0
8960,1.0,2021-02-09,86,ANTM,295.9,896815.0,0.67,0.0,0.0,-1.86,-3461585.0,42.0,-79.0,-100.0
8959,2.0,2021-02-08,86,ANTM,287.7,1435900.0,1.07,0.0,0.0,-2.59,-4358400.0,34.0,-107.0,-100.0
8958,3.0,2021-02-05,86,ANTM,290.9,1478000.0,1.1,0.0,0.0,-2.63,-2922500.0,36.0,-104.0,-100.0
8957,4.0,2021-02-04,86,ANTM,294.4,1317300.0,0.98,0.0,0.0,-2.74,-1444500.0,38.0,-98.0,-100.0
8956,5.0,2021-02-03,86,ANTM,298.4,1196800.0,0.88,0.0,0.0,-2.99,-127200.0,40.0,-105.0,-100.0
8955,6.0,2021-02-02,86,ANTM,299.0,1924300.0,1.42,0.0,0.0,-3.49,1069600.0,40.0,-102.0,-100.0
8954,7.0,2021-02-01,86,ANTM,292.6,1689200.0,1.28,0.0,0.0,-4.04,-854700.0,35.0,-148.0,-100.0
8953,8.0,2021-01-29,86,ANTM,297.0,1659900.0,1.3,0.0,0.0,-3.9,834500.0,37.0,-167.0,-100.0
8952,9.0,2021-01-28,86,ANTM,300.5,1767000.0,1.45,0.0,0.0,-3.79,2494400.0,39.0,-171.0,-100.0
8951,10.0,2021-01-27,86,ANTM,290.2,3046900.0,2.6,0.0,1.0,-3.68,727400.0,29.0,-230.0,-100.0
9063,1.0,2021-02-09,87,SQ,259.0,6761887.0,0.79,1.0,0.0,4.06,112608213.0,69.0,218.0,17.0
9062,2.0,2021-02-08,87,SQ,260.0,17114900.0,1.92,1.0,0.0,3.29,119370100.0,70.0,257.0,14.0
9061,3.0,2021-02-05,87,SQ,240.4,5077600.0,0.6,0.0,0.0,1.66,102255200.0,61.0,124.0,13.0
9060,4.0,2021-02-04,87,SQ,237.7,8893400.0,1.01,0.0,0.0,0.9,97177600.0,60.0,101.0,11.0
9059,5.0,2021-02-03,87,SQ,227.9,5193400.0,0.58,0.0,0.0,-0.12,88284200.0,55.0,33.0,7.0
9058,6.0,2021-02-02,87,SQ,227.6,6545300.0,0.71,0.0,0.0,-0.75,83090800.0,54.0,19.0,-1.0
9057,7.0,2021-02-01,87,SQ,221.9,7849300.0,0.84,0.0,0.0,-1.68,76545500.0,51.0,-48.0,-25.0
9056,8.0,2021-01-29,87,SQ,216.0,9383900.0,1.01,0.0,0.0,-2.44,68696200.0,47.0,-58.0,-49.0
9055,9.0,2021-01-28,87,SQ,219.9,12500800.0,1.34,0.0,0.0,-2.85,78080100.0,50.0,-76.0,-57.0
9054,10.0,2021-01-27,87,SQ,202.5,10892700.0,1.15,0.0,1.0,-3.71,65579300.0,37.0,-201.0,-95.0
9166,1.0,2021-02-09,88,GILD,67.1,2805687.0,0.32,0.0,0.0,0.01,-22792787.0,60.0,68.0,35.0
9165,2.0,2021-02-08,88,GILD,68.0,9596400.0,1.04,0.0,0.0,0.03,-19987100.0,64.0,106.0,33.0
9164,3.0,2021-02-05,88,GILD,68.5,15063700.0,1.64,0.0,0.0,-0.04,-10390700.0,67.0,123.0,34.0
